Project ID,ARB ID,Cooperative/ Aggregate ID,Project Developer,Project Owner,Project Name,Offset Project Operator,Authorized Project Designee,Verification Body,Project Type,Status,ARB Project Status,Project Site Location,Project Site State,Project Site Country,Additional Certification(s),SDG Impact,Project Notes,Total Number of Offset Credits Registered ,Project Listed Date,Project Registered Date,Documents,Data,Project Website
CAR1204,CAFR5304,,AMC Maine Woods Initiative LLC,AMC Maine Woods Initiative LLC,Finite Carbon - AMC Silver Lake IFM,AMC Maine Woods Initiative LLC,None,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Williamsburg,MAINE,US,,,,172304,10/30/2015,06/06/2018,View,View,
CAR1004,NA,,"Berry Summit, LLC","Berry Summit, LLC",Finite Carbon - Berry Summit,"Berry Summit, LLC",None,,Improved Forest Management,Completed,Not ARB Eligible,Humboldt County,CALIFORNIA,US,,,Transitioned from Early Action to Compliance Offset Protocol (CAR1067),239205,06/04/2013,10/23/2013,View,View,www.finitecarbon.com
CAR1331,CAFR6331,,"Corrigan TLP, LLC","Corrigan TLP, LLC",Finite Carbon - Boone Parklands IFM,"Corrigan TLP, LLC.",None,,Improved Forest Management - ARB Compliance,Completed,Inactive,"Lewis, Greenup,Carter, Elliott, and Lee Counties",KENTUCKY,US,,,,,03/15/2019,,View,View,
CAR1134,CAFR5182,,Norfolk Southern Railway Company,Norfolk Southern Railway Company,Finite Carbon - Brosnan Forest,Norfolk Southern Railway Company,None,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Near Charleston, SC",SOUTH CAROLINA,US,,,,28408,02/23/2015,12/22/2017,View,View,www
CAR658,NA,,Norfolk Southern Railway Company,Norfolk Southern Railway Company,Finite Carbon - Brosnan Forest,,,,Improved Forest Management,Completed,Not ARB Eligible,"Near Charleston, SC",SOUTH CAROLINA,US,,,,325897,06/17/2010,10/14/2013,View,View,www.finitecarbon.com
CAR1436,CAFR6436,,NRP (Operating) LLC,NRP (Operating) LLC,Finite Carbon - Dingess Rum IFM,WPP LLC,None,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Logan and Boone Counties,WEST VIRGINIA,US,,,,1606670,07/30/2020,05/14/2021,View,View,
CAR657,NA,,Downeast Lakes Land Trust,Downeast Lakes Land Trust,Finite Carbon - Farm Cove Community Forest Project,Downeast Lakes Land Trust,N/A,,Improved Forest Management,Completed,Not ARB Eligible,Near Grand Lake Stream,MAINE,US,,,,284043,07/02/2010,09/10/2012,View,View,www.downeastlakes.org
CAR1088,CAFR5089,,"Jackson Timberland Opportunities-Champion, LLC","Jackson Timberland Opportunities-Champion, LLC",Finite Carbon - JTO Champion Property IFM,"Jackson Timberland Opportunities-Champion, LLC",N/A,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Near Tupper Lake, New York",NEW YORK,US,,,Reported under CAR645 prior to transition to the ARB Compliance Offset Protocol,1138189,08/18/2014,06/16/2015,View,View,
CAR1130,CAFR5130,,Lyme Brimstone Timberlands LLC,Lyme Brimstone Timberlands LLC,Finite Carbon - Lyme Brimstone Timberlands IFM,Lyme Brimstone Timberlands LLC,None,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Scott County,TENNESSEE,US,,,,143509,02/12/2015,05/18/2016,View,View,www.finitecarbon.com
CAR1176,CAFR5196,,Lyme Cross City Forest Company LLC,21st Century Fox,Finite Carbon - Lyme Cross City IFM,"Lyme Cross City Forest Company, LLC.",None,,Improved Forest Management - ARB Compliance,Completed,Inactive,Dixie County: Florida,FLORIDA,US,,,,,07/14/2015,,View,View,
CAR1028,CAFR5054,,GLS Woodlands LLC,GLS Woodlands LLC,Finite Carbon - Lyme GLS,GLS Woodlands LLC,None,"Environmental Services, Inc.",Improved Forest Management - ARB Compliance,Completed,Inactive,"Washington County, Grand Lake Stream",MAINE,US,,,,,03/03/2014,,View,View,
CAR1205,CAFR5305,,Lyme Mountaineer Forest Holdings LLC,Lyme Mountaineer Forest Holdings LLC,Finite Carbon - Lyme Logan IFM,"Lyme Mountaineer Timberlands II, LLC",None,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Logan and Mingo Counties,WEST VIRGINIA,US,,,,3439744,10/28/2015,11/02/2018,View,View,
CAR1391,CAFR6391,,Lyme Wisconsin Timberlands LLC,Lyme Wisconsin Timberlands LLC,Finite Carbon - Lyme Wisconsin IFM,Lyme Wisconsin Timberlands LLC,None,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Florence County,WISCONSIN,US,,,,998971,12/30/2019,09/15/2020,View,View,
CAR1214,CAFR5314,,"Corrigan TLP, LLC","Corrigan TLP, LLC",Finite Carbon - Molpus Ataya Kentucky IFM,"Corrigan TLP, LLC",None,,Improved Forest Management - ARB Compliance,Completed,Inactive,"Bell, Knox, and Leslie Counties",KENTUCKY,US,,,Project has been combined with CAR1215,,10/29/2015,,View,View,
CAR1213,CAFR5313,,"MWF Adirondacks, LLC","MWF Adirondacks, LLC",Finite Carbon - MWF Adirondacks IFM,"MWF Adirondacks, LLC.",None,SCS Global Services,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Franklin, St. Lawrence, & Lewis Counties",NEW YORK,US,,,,1206679,10/29/2015,01/13/2018,View,View,
CAR582,NA,,Lyme Brimstone Timberlands LLC,Lyme Brimstone Timberlands LLC,Finite Carbon - MWF Brimstone IFM Project I,"MWF Brimstone Forest Company, LLC",,,Improved Forest Management,Completed,Not ARB Eligible,Scott County,TENNESSEE,US,,,,252512,03/05/2010,01/09/2015,View,View,www.finitecarbon.com
CAR672,NA,,New England Forestry Foundation,New England Forestry Foundation,Finite Carbon - NEFF,,,,Improved Forest Management,Registered,Not ARB Eligible,"North of Concord, NH",NEW HAMPSHIRE,US,,,,91329,06/21/2010,03/06/2015,View,View,www.finitecarbon.com
CAR1129,CAFR5129,,New England Forestry Foundation,New England Forestry Foundation,Finite Carbon - NEFF Hersey Mountain,New England Foresty Foundation,None,,Improved Forest Management - ARB Compliance,Completed,Inactive,"North of Concord, NH",NEW HAMPSHIRE,US,,,,,02/20/2015,,View,View,www.finitecarbon.com
CAR1175,CAFR5195,,Passamaquoddy Joint Tribal Council,Passamaquoddy Joint Tribal Council,Finite Carbon - Passamaquoddy Tribe IFM,Passamaquoddy Tribe,None,"Ruby Canyon Environmental, Inc.",Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Frankin, Somerset, Penobscot, Hancock, and Washington Counties",MAINE,US,,,,4513042,07/16/2015,08/16/2016,View,View,
CAR648,NA,,"Potlatch Forest Holdings, Inc.","Potlatch Forest Holdings, Inc.",Finite Carbon - Potlatch Moro Big Pine CE,"Potlatch Forest Holdings, Inc.",,,Improved Forest Management,Completed,Not ARB Eligible,Calhoun county,ARKANSAS,US,,,,279456,11/08/2010,04/30/2013,View,View,
CAR1086,CAFR5084,,"Potlatch Forest Holdings, Inc.","Potlatch Forest Holdings, Inc.",Finite Carbon - Potlatch Moro Big Pine CE IFM,"Potlatch Forest Holdings, Inc.",None,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Calhoun County, Arkansas",ARKANSAS,US,,,,164579,07/29/2014,06/16/2015,View,View,
CAR1257,CAFR5337,,Rowland Land Company,Rowland Land Company,Finite Carbon - Rowland IFM,"Rowland Land Company, LLC",None,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Near Beckly, WV",WEST VIRGINIA,US,,,,2218377,05/18/2017,04/04/2019,View,View,
CAR1062,CAFR5057,,"Shannondale Carbon, LLC","Shannondale Carbon, LLC",Finite Carbon - Shannondale Tree Farm,"Shannondale Carbon, LLC",Finite Carbon Corp.,,Improved Forest Management - ARB Compliance,Registered,Active Registry Project,Ozark mountains near shannondale MO,MISSOURI,US,,,Reported under CAR780 prior to transition to the ARB Compliance Offset Protocol,31023,04/25/2014,05/04/2016,View,View,
CAR780,NA,,"Shannondale Carbon, LLC","Shannondale Carbon, LLC",Finite Carbon - Shannondale Tree Farm,,,,Improved Forest Management,Completed,Not ARB Eligible,"Ozark Mountains near Salem, MO",MISSOURI,US,,,,170586,05/04/2012,10/15/2013,View,View,www.finitecarbon.com
CAR1297,CAFR5397,,Sieben Live Stock Co,Sieben Live Stock Co,Finite Carbon - Sieben Live Stock IFM,Sieben Live Stock Company,None,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Lewis and Clark, Cascade, Meagher, and Powell counties",MONTANA,US,,,,300300,03/30/2018,09/04/2019,View,View,
CAR1314,CAFR6314,,Spokane Tribe of Indians,Spokane Tribe of Indians,Finite Carbon - Spokane Tribe of Indians IFM,Spokane Tribe of Indians,None,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Stevens County,WASHINGTON,US,,,,1543995,09/21/2018,12/20/2019,View,View,
CAR1373,CAFR6373,,Lyme Skyline Forest Company LLC,Lyme Skyline Forest Company LLC,Finite Carbon - Stevenson AL IFM,Lyme Skyline Forest Company LLC,None,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Near Princeton, AL",ALABAMA,US,,,,638398,08/15/2019,09/03/2020,View,View,
CAR1374,CAFR6374,,Lyme Skyline Forest Company LLC,Lyme Skyline Forest Company LLC,Finite Carbon - Stevenson TN IFM,Lyme Skyline Forest Company LLC,None,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Near Altamont, TN",TENNESSEE,US,,,,550641,08/15/2019,09/01/2020,View,View,
CAR1185,CAFR5285,,Heartwood Forestland Fund III Limited Partnership,Heartwood Forestland Fund III Limited Partnership,Finite Carbon - The Forestland Group Buffalo IFM I,Heartwood Forestland Fund III,None,,Improved Forest Management - ARB Compliance,Completed,Inactive,"Logan, Mingo, Wayne, and Lincoln Counties",WEST VIRGINIA,US,,,combined with CAR1205,,10/22/2015,,View,View,
CAR645,NA,,Heartwood Forestland Fund III Limited Partnership,Heartwood Forestland Fund III Limited Partnership,Finite Carbon - The Forestland Group Champion Property,,,,Improved Forest Management,Completed,Not ARB Eligible,"Franklin, St. Lawrence, and Lewis County",NEW YORK,US,,,,166918,03/12/2012,12/29/2012,View,View,
CAR1197,CAFR5297,,TimberLink LLC,TimberLink LLC,Finite Carbon - Upper Hudson Woodlands ATP IFM,"Upper Hudson Woodlands ATP, LP",None,SCS Global Services,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Warrensburg,NEW YORK,US,,,,1801029,11/04/2015,06/07/2018,View,View,
CAR1217,CAFR5317,,Downeast Lakes Land Trust,Downeast Lakes Land Trust,Finite Carbon - West Grand Lake IFM,Downeast Lakes Land Trust,None,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Washington County,MAINE,US,,,,709536,11/04/2015,05/17/2016,View,View,
CAR513,NA,,Bonneville Environmental Foundation 2,Bonneville Environmental Foundation 2,Finney County Landfill Gas Destruction,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Finney County,KANSAS,US,,,,1427,10/30/2009,03/30/2011,View,View,
CAR1142,CALS5142,,"Fiscalini Properties, L.P.","Fiscalini Properties, L.P.",Fiscalini Farms Anaerobic Digester,"Fiscalini Properties, L.P.",None,,Livestock - ARB Compliance,Registered,Active ARB Project,"Modesto, Stanislaus County",CALIFORNIA,US,,,,20904,02/25/2015,04/11/2017,View,View,
CAR589,NA,,"Fiscalini Properties, L.P.","Fiscalini Properties, L.P.",Fiscalini Farms Anaerobic Digester,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Modesto,CALIFORNIA,US,,,,27606,07/16/2010,09/27/2012,View,View,www.fiscalinifarms.com
CAR1173,CAFR5192,,"Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.",Forest Carbon Partners - Berea College Improved Forest Management Project,Berea College,"Forest Carbon Partners, L.P.",,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Madison County, Kentucky; Near Berea",KENTUCKY,US,,,,432291,06/05/2015,07/13/2018,View,View,www.forestcarbonpartners.com
CAR1293,CAFR5384,,"Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.",Forest Carbon Partners - English Bay Corporation Forest Carbon Project,English Bay Corporation,"Forest Carbon Partners, L.P.",,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Kenai Peninsula Borough,ALASKA,US,,,,1574251,01/04/2018,04/06/2020,View,View,www.forestcarbonpartners.com
CAR1329,CAFR6329,,"Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.",Forest Carbon Partners - Hunter Ranch Improved Forest Management Project,"Hunter Ranch, LLC","Forest Carbon Partners, L.P.","S&A Carbon, LLC",Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"near Korbel, CA",CALIFORNIA,US,,,,540282,02/06/2019,07/22/2020,View,View,
CAR1183,CAFR5283,,"Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.",Forest Carbon Partners - Mescalero Apache Tribe Improved Forest Management Project,Mescalero Apache Tribe,"Forest Carbon Partners, L.P.",,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Otero County, New Mexico",NEW MEXICO,US,,,,4607670,10/16/2015,06/19/2017,View,View,www.forestcarbonpartners.com
CAR1292,CAFR5382,,"Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.",Forest Carbon Partners - Seldovia Native Association Forest Carbon Project,"Seldovia Native Association, Inc.","Forest Carbon Partners, L.P.",,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Kenai Peninsula Borough,ALASKA,US,,,,1917966,01/04/2018,04/06/2020,View,View,www.forestcarbonpartners.com
CAR1174,CAFR5224,,"Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.",Forest Carbon Partners -- Eddie Ranch Improved Forest Management Project,Eddie Ranch Properties LLC,"Forest Carbon Partners, L.P.",,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Mendocino County,CALIFORNIA,US,,,,280890,10/09/2015,08/11/2018,View,View,www.forestcarbonpartners.com
CAR1181,CAFR5221,,"Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.",Forest Carbon Partners -- Fort Seward Improved Forest Management Project,Peggy Satterlee,"Forest Carbon Partners, L.P.",,Improved Forest Management - ARB Compliance,Completed,Inactive,"Humboldt County, near Garberville",CALIFORNIA,US,,,,,10/09/2015,,View,View,www.forestcarbonpartners.com
CAR1103,CAFR5149,,"Baldwin, Blomstrom, Wilkinson and Associates, Inc.","Baldwin, Blomstrom, Wilkinson and Associates, Inc.",Forest Carbon Partners -- Glass Ranch Improved Forest Management Project,Ronald Glass,"Forest Carbon Partners, L.P.",,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Humboldt County, California",CALIFORNIA,US,,,,294100,12/31/2014,06/06/2016,View,View,
CAR1104,CAFR5150,,GM Gabrych Family L.P,GM Gabrych Family L.P,Forest Carbon Partners-Gabrych Ranch Improved Forest Management Project,GM Gabrych Family LP,Forest Carbon Partners,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Humboldt County and Trinity County,CALIFORNIA,US,,,,315394,12/31/2014,12/09/2016,View,View,www.forestcarbonpartners.com
CAR1281,CALS5324,,"Ag Methane Advisors, LLC","Ag Methane Advisors, LLC",Four Hills Farm,Four Hills Farm Partnership,"Ag Methane Advisors, LLC",,Livestock - ARB Compliance,Registered,Active ARB Project,Bristol,VERMONT,US,,,,32219,09/29/2017,12/11/2020,View,View,
CAR1189,CAFR5219,,"Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC",Garcia River,Mendocino Redwood Company,NONE,,Improved Forest Management - ARB Compliance,Completed,Inactive,Mendocino County,CALIFORNIA,US,,,,,10/20/2015,,View,View,
CAR102,NA,,The Conservation Fund,The Conservation Fund,Garcia River Forest,,,,Conservation-Based Forest Management,Transitioned,Not ARB Eligible,Mendocino County,CALIFORNIA,US,,,,1849397,07/01/2005,12/24/2008,View,View,
CAR1098,CAFR5141,,The Conservation Fund,The Conservation Fund,Garcia River Forest - ARB,The Conservation Fund,None,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Mendocino County,CALIFORNIA,US,,,Reported under CAR102 prior to transition to the ARB Compliance Offset Protocol,1049935,02/09/2015,02/16/2017,View,View,www.conservationfund.org
CAR978,NA,,"Camco International Group, Inc.","Camco International Group, Inc.",Gardeau Crest Dairy,"Camco International Group, Inc.",None,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Perry, NY, Wyoming County",NEW YORK,US,,,,22054,11/21/2012,09/05/2014,View,View,
CAR475,NA,,Gaston County Solid Waste and Recycling,Gaston County Solid Waste and Recycling,Gaston County Landfill Gas Destruction Project,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"Gaston County, Dallas, NC",NORTH CAROLINA,US,,,,1191901,05/07/2020,11/11/2009,View,View,
CAR1017,NA,,GEC Organics,GEC Organics,GEC Organics,,,,Organic Waste Composting,Listed,Not ARB Eligible,Castleberry Alabama 36432,ALABAMA,US,,,,,11/04/2013,,View,View,www.gecorganics.us
CAR441,NA,,"3Degrees Group, Inc","3Degrees Group, Inc",George DeRuyter & Sons Dairy,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Outlook,WASHINGTON,US,,,,131618,04/09/2009,06/22/2010,View,View,
CAR1080,CALS5094,,"3Degrees Group, Inc","3Degrees Group, Inc",George DeRuyter and Sons Dairy Methane Reduction Project,George DeRuyter and Sons Dairy LLC,"3Degrees Group, Inc",,Livestock - ARB Compliance,Completed,,Near Yakima County,WASHINGTON,US,,,,45849,09/17/2014,09/12/2016,View,View,
CAR1516,NA,,"Maas Energy Works, Inc.","Maas Energy Works, Inc.",GJ Tevelde Ranch Dairy Digester,GJ Tevelde Ranch Dairy Digester,"Maas Energy Works, Inc.","First Environment, Inc.",Livestock Gas Capture/Combustion,Listed,Not ARB Eligible,Tulare County,CALIFORNIA,US,,,,,11/03/2021,,View,View,
CAR1288,CALS5388,,"Maas Energy Works, Inc.","Maas Energy Works, Inc.",GJ TeVelde Ranch Dairy Digester,"GJ TeVelde Ranch Energy, LLC",Maas Energy Works,,Livestock - ARB Compliance,Completed,,Tulare County,CALIFORNIA,US,,,,49676,11/18/2017,11/16/2018,View,View,
CAR399,NA,,EcoSecurities International Limited,EcoSecurities International Limited,Granger Decatur Landfill Gas Destruction Project,,,"Ruby Canyon Environmental, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Trinity,ALABAMA,US,,,Moved to completed 3/14/2013 (missed annual reporting requirement),169589,09/25/2008,12/21/2009,View,View,
CAR749,NA,,"Middleton Place, LLC","Middleton Place, LLC",Green Assets - Middleton Avoided Conversion,Middleton Place LLC,"Green Assets, Inc.",,Avoided Conversion,Completed,Not ARB Eligible,Charleston,SOUTH CAROLINA,US,,,Project has transitioned to compliance - CAR1109,285687,05/02/2011,09/17/2013,View,View,
CAR1109,CAFR5105,,"Middleton Place, LLC","Middleton Place, LLC",Green Assets - Middleton Avoided Conversion Project,"Middleton Place, LLC","Green Assets, Inc",,Avoided Conversion - ARB Compliance,Registered,Active ARB Project,"Dorchester Co.; North of Charleston, S.C",SOUTH CAROLINA,US,,,,244767,12/23/2014,04/13/2016,View,View,
CAR412,NA,,"Camco International Group, Inc.","Camco International Group, Inc.",Green Meadow Farm,"Camco International Group, Inc.",,DNV,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Shiawassee,MICHIGAN,US,,,Approved for Zero-Credit Reporting Period for 2013 and 2014 vintages,36799,12/02/2008,05/04/2010,View,View,
CAR629,NA,,"Solvay Chemicals, Inc.","Solvay Chemicals, Inc.",Green River Trona Mine Methane Destruction and Utilization Project,,,,Coal Mine Methane - Drainage,Completed,Not ARB Eligible,Sweetwater County,WYOMING,US,,,,498654,04/19/2010,09/01/2011,View,View,
CAR504,NA,,"3Degrees Group, Inc","3Degrees Group, Inc",Green Valley Dairy,"TerraPass, Inc.",None,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Krakow, Wisconsin",WISCONSIN,US,,,,70598,10/16/2009,09/24/2012,View,View,
CAR1106,CALS5180,,"3Degrees Group, Inc","3Degrees Group, Inc",Green Valley Dairy Methane Reduction Project,Green Valley Dairy,"3Degrees Group, Inc",,Livestock - ARB Compliance,Registered,Active ARB Project,"Krakow, Wisconsin",WISCONSIN,US,,,,130138,02/27/2015,10/19/2016,View,View,
CAR495,NA,,"Element Markets Emissions, LLC","Element Markets Emissions, LLC",Greenville County Landfill Gas Utilization Project,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Greenville County; Greer,SOUTH CAROLINA,US,,,,883670,09/17/2009,01/19/2010,View,View,
CAR1190,CAFR5220,,"Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC",Greenwood Creek,Mendocino Redwood Company,NONE,SCS Global Services,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Mendocino County,CALIFORNIA,US,,,,331816,10/20/2015,06/26/2018,View,View,
CAR1116,CAFR5116,,Sierra Pacific Industries,Sierra Pacific Industries,Griswold,Sierra Pacific industries,None,SCS Global Services,Improved Forest Management - ARB Compliance,Completed,Inactive,In Tuolumne County north east of Sonora,CALIFORNIA,US,,,,,01/21/2015,,View,View,
CAR612,NA,,Grotegut Dairy Farm Inc,Grotegut Dairy Farm Inc,Grotegut Dairy Farm Inc,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Newton,WISCONSIN,US,,,,54686,04/22/2010,05/30/2013,View,View,
CAR1135,CALS5143,,"DTE Biomass Energy, Inc.","DTE Biomass Energy, Inc.","Grotegut Dairy Farm, Inc","Grotegut Dairy Farm, Inc.",Calumet Renewable Energy LLC,,Livestock - ARB Compliance,Registered,Active ARB Project,"Newton, Manitowoc County",WISCONSIN,US,,,,49058,02/12/2015,08/09/2017,View,View,
CAR465,NA,,GTR Solid Waste Management Authority,GTR Solid Waste Management Authority,GTR Solid Waste Landfill,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Oktibbeha/Clay county near Starkville MS,MISSISSIPPI,US,,,,300670,07/09/2009,02/11/2011,View,View,
CAR1484,NA,CARC1478,Toroto SAPI de CV,"GUADALUPE ZAJÚ, CHANJUL, SAN ANTONIO CHICHARRAS","Guadalupe Zajú, Chanjul, San Antonio Chicharras",,,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Listed,Not ARB Eligible,Municipio de Tapachula,CHIAPAS,MX,,,,,06/04/2021,,View,View,www.guadalupezaju.com
CAR660,NA,,The Conservation Fund,The Conservation Fund,Gualala River Forest,The Conservation Fund,,,Improved Forest Management,Completed,Not ARB Eligible,Southern Mendocino County; near Gualala,CALIFORNIA,US,,,,514346,08/03/2010,12/23/2011,View,View,
CAR1099,CAFR5137,,The Conservation Fund,The Conservation Fund,Gualala River Forest - ARB,The Conservation Fund,None,"S&A Carbon, LLC",Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Mendocino County, CA",CALIFORNIA,US,,,,471379,02/09/2015,05/16/2017,View,View,www.conservationfund.org
CAR1562,NA,,"Element Markets Emissions, LLC","Element Markets Emissions, LLC",Hamptons Road Recovery Center,,,"Agri-Waste Technology, Inc.",Landfill Gas Capture/Combustion,Listed,Not ARB Eligible,Virginia Beach,VIRGINIA,US,,,,,05/06/2022,,View,View,
CAR635,NA,,"3Degrees Group, Inc","3Degrees Group, Inc",Hancock County Landfill Gas Collection Project,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Hancock County,OHIO,US,,,,1227191,05/13/2010,05/31/2012,View,View,
CAR540,NA,,Hardin County Fiscal Court,Hardin County Fiscal Court,Hardin County Landfill,,,"First Environment, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Elizabethtown, KY",KENTUCKY,US,,,,121913,11/24/2009,,View,View,
CAR1238,NA,,Southern Plains Land Trust,Southern Plains Land Trust,Heartland Ranch Phase 1,,,,Avoided Grassland Conversion,Registered,Not ARB Eligible,Bent County,COLORADO,US,,,,37109,08/31/2016,07/12/2018,View,View,Southern Plains Land Trust
CAR1299,NA,,Southern Plains Land Trust,Southern Plains Land Trust,Heartland Ranch Phase 2,,,,Avoided Grassland Conversion,Registered,Not ARB Eligible,Bent County,COLORADO,US,,,,10607,08/13/2018,03/29/2019,View,View,Southern Plains Land Trust
CAR1328,NA,,Southern Plains Land Trust,Southern Plains Land Trust,Heartland Ranch Phase 3,Southern Plains Land Trust,Nicole Rosmarino,,Avoided Grassland Conversion,Registered,Not ARB Eligible,"Bent County, Colorado",COLORADO,US,,,,2068,01/08/2019,01/24/2020,View,View,Southern Plains Land Trust
CAR1693,NA,,Southern Plains Land Trust,Southern Plains Land Trust,Heartland Ranch Phase 4,,,,Avoided Grassland Conversion,Listed,Not ARB Eligible,Lamar,COLORADO,US,,,,,03/29/2023,,View,View,southernplains.org
CAR1694,NA,,Southern Plains Land Trust,Southern Plains Land Trust,Heartland Ranch Phase 5,,,,Avoided Grassland Conversion,Listed,Not ARB Eligible,Lamar,COLORADO,US,,,,,03/29/2023,,View,View,southernplains.org
CAR422,NA,,"Timberline Energy, LLC","Timberline Energy, LLC",Hernando County Landfill Electric Generation,,,SCS Global Services,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Brooksville,FLORIDA,US,,,,635982,01/07/2009,08/04/2009,View,View,www.timberlineenergy.com
CAR487,NA,,Environmental Credit Corp.,Environmental Credit Corp.,Herrema Dairy,Environmental Credit Corp.,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Jasper County; Fair Oaks,INDIANA,US,,,,19480,09/03/2009,06/13/2013,View,View,N/A
CAR489,NA,,Environmental Credit Corp.,Environmental Credit Corp.,Hidden View Dairy,Environmental Credit Corp.,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Jasper County; Rensselaer,INDIANA,US,,,,36730,08/28/2009,03/08/2013,View,View,N/A
CAR1492,CAFR6492,,"Compass Carbon, LLC","Compass Carbon, LLC",Highsplint 4-2021,"Carbon Assets 1, LLC","Compass Carbon, LLC",,Improved Forest Management - ARB Compliance,Listed,Proposed Project,"Highsplint, Harlan County",KENTUCKY,US,,,,,10/25/2021,,View,View,
CAR829,NA,,"3Degrees Group, Inc","3Degrees Group, Inc",Hilltop Sand and Gravel Landfill GHG Project,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"7950 Telegraph Road, Alexandria, Faifax County",VIRGINIA,US,,,,190682,05/19/2011,12/04/2013,View,View,
CAR1006,NA,,Fruit Growers Supply Company,21st Century Fox,Hilt Forest Carbon Project,Fruit Growers Supply Company,None,,Improved Forest Management - ARB Compliance,Completed,Inactive,Siskiyou County,CALIFORNIA,US,,,,,07/30/2013,,View,View,
CAR1191,CAFR5291,,"Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC",Hollow Tree,Mendocino Redwood Company,NONE,"Aster Global Environmental Solutions, Inc.",Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Mendocino County,CALIFORNIA,US,,,,1194377,10/23/2015,06/20/2017,View,View,
CAR599,NA,,"Holsum Dairies, LLC","Holsum Dairies, LLC",Holsum Elm,"Holsum Dairies, LLC",,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Calumet County,WISCONSIN,US,,,,116273,04/22/2010,08/11/2011,View,View,
CAR1153,CALS5153,,"Holsum Dairies, LLC","Holsum Dairies, LLC",Holsum Elm Dairy,"Holsum Dairies, LLC","Ag Methane Advisors, LLC",,Livestock - ARB Compliance,Registered,Active ARB Project,Calumet County,WISCONSIN,US,,,,67274,02/26/2015,03/09/2017,View,View,
CAR1154,CALS5154,,"Holsum Dairies, LLC","Holsum Dairies, LLC",Holsum Irish Dairy,"Holsum Dairies, LLC","Ag Methane Advisors, LLC",,Livestock - ARB Compliance,Registered,Active ARB Project,Calumet County,WISCONSIN,US,,,,82818,02/26/2015,11/04/2015,View,View,
